ID  объявления,Тип,Площадь,Адрес,Цена,Телефоны,Описание,Ссылка на объявление
314248228,"Продажа коммерческой земли, здание","6000.0, м2","Ставропольский край, Георгиевский район, Георгиевск, улица Калинина","4500000 руб., УСН",79188705039,"Прoдаeтcя земeльный участок, назначeние пpомышленнoe Мecтoполoжeниe учacтка - Незлобнaя, между  кaфе Звезды и старой АЗС (нa фoто выдeлен зелeным цвeтом).Учacток площaдью 60 cотoк (6000 м2) Возможно прoдaть чаcтями от 30 cотoкCтоимость зa 30 сотoк -4500000 -150т за сотку                            зa 60 coток - 7500000 -125т зa cоткуЗемля в сoбственности.Продает собственник., 2 фото",https://www.cian.ru/sale/commercial/314248228
212329233,Продажа коммерческой земли,"3.7, га","Ставропольский край, Георгиевский район, Георгиевск, Октябрьская улица","5000000 руб., УСН",79197504443,"Предлагаем приобрести земельный участок общей площадью 37000 кв.м.  Участок  в собственности .Возможна продажа разбив участок на три земельных участка ( 5 738 кв.м  21 261 кв.м 10 000 кв.м).Расположен в черте города Георгиевска Ставропольского края, на Федеральной трассе . Выгодное Расположение на Федеральной трассе дает  ряд приемуществ в коммерческой деятельности    с регионами Северного  Кавказа . Участок подойдет как для промышленных целей , так и для коммерческих. Кадастровый номер 26:26:010101:1 , адрес Ставропольский край г.Георгиевск, ул. Октябрьская 169. . Реальному покупателю реальная скидка., 1 фото",https://www.cian.ru/sale/commercial/212329233
