ID  объявления,Тип,Площадь,Адрес,Цена,Телефоны,Описание,Ссылка на объявление
317593634,Продажа коммерческой земли,"8.0, га","Иркутская область, Зима, Лесопильная улица","22000000 руб., УСН",79149010904,"Продается база! С проведённым и оформленным Электричеством на 1000 мега час ват! Построений целых как таковых нет! но по документам здания есть оформленые; Кто понимает Ценность участка заключается в подведенном и оформленном Электричесве!, 4 фото",https://www.cian.ru/sale/commercial/317593634
